county,office,district,party,candidate,votes,winner,write-in,notes
Navajo,U.S. House,3,LBT,Edward R. Carlson,0,,,
Yavapai,U.S. House,3,LBT,Edward R. Carlson,123,,,
,U.S. House,3,LBT,Edward R. Carlson,290,True,,
Coconino,U.S. House,3,REP,Dick Hensley,406,,,
La Paz,U.S. House,3,REP,Dick Hensley,224,,,
Maricopa,U.S. House,3,REP,Dick Hensley,5792,,,
Mohave,U.S. House,3,REP,Dick Hensley,2505,,,
Navajo,U.S. House,3,REP,Dick Hensley,15,,,
Yavapai,U.S. House,3,REP,Dick Hensley,3485,,,
,U.S. House,3,REP,Dick Hensley,12427,,,
Coconino,U.S. House,3,REP,Bob Stump,2015,,,
La Paz,U.S. House,3,REP,Bob Stump,1102,,,
Maricopa,U.S. House,3,REP,Bob Stump,29291,,,
Mohave,U.S. House,3,REP,Bob Stump,9915,,,
Navajo,U.S. House,3,REP,Bob Stump,38,,,
Yavapai,U.S. House,3,REP,Bob Stump,17782,,,
,U.S. House,3,REP,Bob Stump,60143,True,,
Maricopa,U.S. House,4,DEM,Ben Jankowski,11413,,,
,U.S. House,4,DEM,Ben Jankowski,11413,True,,
Maricopa,U.S. House,4,LBT,Edward Gaudreau,68,,,
,U.S. House,4,LBT,Edward Gaudreau,68,,,
Maricopa,U.S. House,4,LBT,Ernest Hancock,152,,,
,U.S. House,4,LBT,Ernest Hancock,152,True,,
Maricopa,U.S. House,4,REP,John Shadegg,35985,,,
,U.S. House,4,REP,John Shadegg,35985,True,,
Cochise,U.S. House,5,DEM,George Cunningham,3399,,,
Graham,U.S. House,5,DEM,George Cunningham,1570,,,
Pima,U.S. House,5,DEM,George Cunningham,17524,,,
Pinal,U.S. House,5,DEM,George Cunningham,895,,,
,U.S. House,5,DEM,George Cunningham,23388,True,,
Cochise,U.S. House,5,DEM,Mary Judge Ryan,4598,,,
Graham,U.S. House,5,DEM,Mary Judge Ryan,2060,,,
Pima,U.S. House,5,DEM,Mary Judge Ryan,13186,,,
Pinal,U.S. House,5,DEM,Mary Judge Ryan,1357,,,
,U.S. House,5,DEM,Mary Judge Ryan,21201,,,
Cochise,U.S. House,5,LBT,Aage Nost,30,,,
Graham,U.S. House,5,LBT,Aage Nost,5,,,
Pima,U.S. House,5,LBT,Aage Nost,288,,,
Pinal,U.S. House,5,LBT,Aage Nost,8,,,
,U.S. House,5,LBT,Aage Nost,331,True,,
Cochise,U.S. House,5,REP,Jim Kolbe,5874,,,
Graham,U.S. House,5,REP,Jim Kolbe,1482,,,
Pima,U.S. House,5,REP,Jim Kolbe,26637,,,
Pinal,U.S. House,5,REP,Jim Kolbe,1270,,,
,U.S. House,5,REP,Jim Kolbe,35263,True,,
Cochise,U.S. House,5,REP,Joseph Sweeney,2200,,,
Graham,U.S. House,5,REP,Joseph Sweeney,785,,,
Pima,U.S. House,5,REP,Joseph Sweeney,6108,,,
Pinal,U.S. House,5,REP,Joseph Sweeney,384,,,
,U.S. House,5,REP,Joseph Sweeney,9477,,,
Cochise,U.S. House,5,GRN,Michael Jay Green,19,,,
Graham,U.S. House,5,GRN,Michael Jay Green,0,,,
Pima,U.S. House,5,GRN,Michael Jay Green,211,,,
Pinal,U.S. House,5,GRN,Michael Jay Green,5,,,
,U.S. House,5,GRN,Michael Jay Green,235,True,,
Apache,U.S. House,6,DEM,Kevin B. Harris,3626,,,
Coconino,U.S. House,6,DEM,Kevin B. Harris,2451,,,
Gila,U.S. House,6,DEM,Kevin B. Harris,1798,,,
Graham,U.S. House,6,DEM,Kevin B. Harris,190,,,
Greenlee,U.S. House,6,DEM,Kevin B. Harris,505,,,
Maricopa,U.S. House,6,DEM,Kevin B. Harris,4283,,,
Navajo,U.S. House,6,DEM,Kevin B. Harris,2603,,,
Pinal,U.S. House,6,DEM,Kevin B. Harris,2775,,,
,U.S. House,6,DEM,Kevin B. Harris,18231,,,
Apache,U.S. House,6,DEM,Larry Nelson,5397,,,
Coconino,U.S. House,6,DEM,Larry Nelson,2331,,,
Gila,U.S. House,6,DEM,Larry Nelson,2411,,,
Graham,U.S. House,6,DEM,Larry Nelson,214,,,
Greenlee,U.S. House,6,DEM,Larry Nelson,921,,,
Maricopa,U.S. House,6,DEM,Larry Nelson,4590,,,
Navajo,U.S. House,6,DEM,Larry Nelson,3947,,,
Pinal,U.S. House,6,DEM,Larry Nelson,4446,,,
,U.S. House,6,DEM,Larry Nelson,24257,True,,
Apache,U.S. House,6,LBT,Richard Duncan,8,,True,
Coconino,U.S. House,6,LBT,Richard Duncan,3,,True,
Gila,U.S. House,6,LBT,Richard Duncan,1,,True,
Graham,U.S. House,6,LBT,Richard Duncan,0,,True,
Greenlee,U.S. House,6,LBT,Richard Duncan,0,,True,
Maricopa,U.S. House,6,LBT,Richard Duncan,12,,True,
Navajo,U.S. House,6,LBT,Richard Duncan,2,,True,
Pinal,U.S. House,6,LBT,Richard Duncan,0,,True,
,U.S. House,6,LBT,Richard Duncan,26,True,True,
Apache,U.S. House,6,REP,J.D. Hayworth,1736,,,
Coconino,U.S. House,6,REP,J.D. Hayworth,2780,,,
Gila,U.S. House,6,REP,J.D. Hayworth,2255,,,
Graham,U.S. House,6,REP,J.D. Hayworth,11,,,
Greenlee,U.S. House,6,REP,J.D. Hayworth,305,,,
Maricopa,U.S. House,6,REP,J.D. Hayworth,32831,,,
Navajo,U.S. House,6,REP,J.D. Hayworth,4212,,,
Pinal,U.S. House,6,REP,J.D. Hayworth,2613,,,
,U.S. House,6,REP,J.D. Hayworth,46743,True,,
Mohave,State Senate,1,DEM,Dawn Knight,2170,,,
Yavapai,State Senate,1,DEM,Dawn Knight,4548,,,
,State Senate,1,DEM,Dawn Knight,6718,True,,
Mohave,State Senate,1,REP,Ken Bennett,5532,,,
Yavapai,State Senate,1,REP,Ken Bennett,15356,,,
,State Senate,1,REP,Ken Bennett,20888,True,,
Coconino,State Senate,2,DEM,Rita Johnson,3869,,,
Gila,State Senate,2,DEM,Rita Johnson,143,,,
Mohave,State Senate,2,DEM,Rita Johnson,1741,,,
Navajo,State Senate,2,DEM,Rita Johnson,81,,,
Yavapai,State Senate,2,DEM,Rita Johnson,847,,,
,State Senate,2,DEM,Rita Johnson,6681,True,,
Coconino,State Senate,2,REP,Joe Hart,1982,,,
Gila,State Senate,2,REP,Joe Hart,122,,,
Mohave,State Senate,2,REP,Joe Hart,2207,,,
Navajo,State Senate,2,REP,Joe Hart,15,,,
Yavapai,State Senate,2,REP,Joe Hart,893,,,
,State Senate,2,REP,Joe Hart,5219,,,
Coconino,State Senate,2,REP,John Verkamp,3042,,,
Gila,State Senate,2,REP,John Verkamp,192,,,
Mohave,State Senate,2,REP,John Verkamp,2206,,,
Navajo,State Senate,2,REP,John Verkamp,28,,,
Yavapai,State Senate,2,REP,John Verkamp,2194,,,
,State Senate,2,REP,John Verkamp,7662,True,,
Apache,State Senate,3,DEM,"James Henderson, Jr.",3829,,,
Coconino,State Senate,3,DEM,"James Henderson, Jr.",1548,,,
Mohave,State Senate,3,DEM,"James Henderson, Jr.",327,,,
Navajo,State Senate,3,DEM,"James Henderson, Jr.",1547,,,
,State Senate,3,DEM,"James Henderson, Jr.",7251,,,
Apache,State Senate,3,DEM,Jack C. Jackson,4092,,,
Coconino,State Senate,3,DEM,Jack C. Jackson,1286,,,
Mohave,State Senate,3,DEM,Jack C. Jackson,304,,,
Navajo,State Senate,3,DEM,Jack C. Jackson,1845,,,
,State Senate,3,DEM,Jack C. Jackson,7527,True,,
Apache,State Senate,4,DEM,Jack A. Brown,2043,,,
Gila,State Senate,4,DEM,Jack A. Brown,4089,,,
Graham,State Senate,4,DEM,Jack A. Brown,1044,,,
Greenlee,State Senate,4,DEM,Jack A. Brown,339,,,
Maricopa,State Senate,4,DEM,Jack A. Brown,0,,,
Navajo,State Senate,4,DEM,Jack A. Brown,3550,,,
Pinal,State Senate,4,DEM,Jack A. Brown,1961,,,
,State Senate,4,DEM,Jack A. Brown,13026,True,,
La Paz,State Senate,5,DEM,Herb Guenther,787,,,
Mohave,State Senate,5,DEM,Herb Guenther,7,,,
Yavapai,State Senate,5,DEM,Herb Guenther,42,,,
Yuma,State Senate,5,DEM,Herb Guenther,4992,,,
,State Senate,5,DEM,Herb Guenther,5828,True,,
Maricopa,State Senate,6,DEM,Jim McCarthy,679,,True,
,State Senate,6,DEM,Jim McCarthy,679,True,True,
Maricopa,State Senate,6,REP,Lori Daniels,2478,,True,
,State Senate,6,REP,Lori Daniels,2478,True,True,
Maricopa,State Senate,6,REP,Jim Law,817,,True,
,State Senate,6,REP,Jim Law,817,,True,
Maricopa,State Senate,6,REP,Glendon Moody,85,,True,
,State Senate,6,REP,Glendon Moody,85,,True,
Maricopa,State Senate,6,REP,Francisco Rodriguez,26,,True,
,State Senate,6,REP,Francisco Rodriguez,26,,True,
Maricopa,State Senate,6,REP,Martin Sepulveda,1867,,True,
,State Senate,6,REP,Martin Sepulveda,1867,,True,
Gila,State Senate,7,DEM,Pete Rios,230,,,
Maricopa,State Senate,7,DEM,Pete Rios,611,,,
Pinal,State Senate,7,DEM,Pete Rios,6225,,,
,State Senate,7,DEM,Pete Rios,7066,True,,
Cochise,State Senate,8,DEM,Marsha Arzberger,5088,,,
Graham,State Senate,8,DEM,Marsha Arzberger,2430,,,
Greenlee,State Senate,8,DEM,Marsha Arzberger,1117,,,
Santa Cruz,State Senate,8,DEM,Marsha Arzberger,1080,,,
,State Senate,8,DEM,Marsha Arzberger,9715,True,,
Cochise,State Senate,8,REP,Gail Griffin,3171,,,
Graham,State Senate,8,REP,Gail Griffin,1411,,,
Greenlee,State Senate,8,REP,Gail Griffin,221,,,
Santa Cruz,State Senate,8,REP,Gail Griffin,275,,,
,State Senate,8,REP,Gail Griffin,5078,True,,
Cochise,State Senate,9,DEM,Jim Jaster,279,,,
Pima,State Senate,9,DEM,Jim Jaster,1082,,,
Santa Cruz,State Senate,9,DEM,Jim Jaster,36,,,
,State Senate,9,DEM,Jim Jaster,1397,,,
Cochise,State Senate,9,DEM,Kathy Ramage-White,1126,,,
Pima,State Senate,9,DEM,Kathy Ramage-White,3291,,,
Santa Cruz,State Senate,9,DEM,Kathy Ramage-White,162,,,
,State Senate,9,DEM,Kathy Ramage-White,4579,True,,
Cochise,State Senate,9,DEM,Matt Welch,406,,,
Pima,State Senate,9,DEM,Matt Welch,1082,,,
Santa Cruz,State Senate,9,DEM,Matt Welch,53,,,
,State Senate,9,DEM,Matt Welch,1541,,,
Cochise,State Senate,9,LBT,John J. Auvenshine,0,,True,
Pima,State Senate,9,LBT,John J. Auvenshine,11,,True,
Santa Cruz,State Senate,9,LBT,John J. Auvenshine,0,,True,
,State Senate,9,LBT,John J. Auvenshine,11,,True,
Cochise,State Senate,9,LBT,Geoffrey Weber,7,,,Withdrew
Pima,State Senate,9,LBT,Geoffrey Weber,47,,,Withdrew
Santa Cruz,State Senate,9,LBT,Geoffrey Weber,0,,,Withdrew
,State Senate,9,LBT,Geoffrey Weber,54,True,,Withdrew
Cochise,State Senate,9,REP,Tim Bee,2506,,,
Pima,State Senate,9,REP,Tim Bee,3999,,,
Santa Cruz,State Senate,9,REP,Tim Bee,145,,,
,State Senate,9,REP,Tim Bee,6650,True,,
Cochise,State Senate,9,REP,Bill McGibbon,1799,,,
Pima,State Senate,9,REP,Bill McGibbon,3642,,,
Santa Cruz,State Senate,9,REP,Bill McGibbon,194,,,
,State Senate,9,REP,Bill McGibbon,5635,,,
Pima,State Senate,10,DEM,Sally Ann Gonzales,2601,,,
,State Senate,10,DEM,Sally Ann Gonzales,2601,,,
Pima,State Senate,10,DEM,Ramon Valadez,3690,,,
,State Senate,10,DEM,Ramon Valadez,3690,True,,
Pima,State Senate,10,LBT,Dale Gorney,49,,,
,State Senate,10,LBT,Dale Gorney,49,True,,
Maricopa,State Senate,11,DEM,Elaine Richardson,18,,,
Pima,State Senate,11,DEM,Elaine Richardson,6874,,,
Pinal,State Senate,11,DEM,Elaine Richardson,27,,,
Santa Cruz,State Senate,11,DEM,Elaine Richardson,705,,,
,State Senate,11,DEM,Elaine Richardson,7624,True,,
Maricopa,State Senate,11,LBT,John T. Schmid,1,,,
Pima,State Senate,11,LBT,John T. Schmid,64,,,
Pinal,State Senate,11,LBT,John T. Schmid,0,,,
Santa Cruz,State Senate,11,LBT,John T. Schmid,1,,,
,State Senate,11,LBT,John T. Schmid,66,True,,
Maricopa,State Senate,11,GRN,Chris Ford,0,,,Withdrew
Pima,State Senate,11,GRN,Chris Ford,44,,,Withdrew
Pinal,State Senate,11,GRN,Chris Ford,0,,,Withdrew
Santa Cruz,State Senate,11,GRN,Chris Ford,3,,,Withdrew
,State Senate,11,GRN,Chris Ford,47,True,,Withdrew
Maricopa,State Senate,11,GRN,Daniel Patterson,0,,True,
Pima,State Senate,11,GRN,Daniel Patterson,24,,True,
Pinal,State Senate,11,GRN,Daniel Patterson,0,,True,
Santa Cruz,State Senate,11,GRN,Daniel Patterson,0,,True,
,State Senate,11,GRN,Daniel Patterson,24,,True,
Pima,State Senate,12,DEM,Mark Osterloh,6172,,,
Pinal,State Senate,12,DEM,Mark Osterloh,200,,,
,State Senate,12,DEM,Mark Osterloh,6372,True,,
Pima,State Senate,12,REP,Scott Alexander,4533,,,
Pinal,State Senate,12,REP,Scott Alexander,103,,,
,State Senate,12,REP,Scott Alexander,4636,,,
Pima,State Senate,12,REP,Toni Hellon,5969,,,
Pinal,State Senate,12,REP,Toni Hellon,86,,,
,State Senate,12,REP,Toni Hellon,6055,True,,
Pima,State Senate,13,DEM,Andy Nichols,7787,,,
,State Senate,13,DEM,Andy Nichols,7787,True,,
Pima,State Senate,13,LBT,Wayne Sunne,98,,,
,State Senate,13,LBT,Wayne Sunne,98,True,,
Pima,State Senate,13,REP,Kathleen Dunbar,7550,,,
,State Senate,13,REP,Kathleen Dunbar,7550,True,,
Pima,State Senate,14,DEM,Ruth Solomon,5984,,,
,State Senate,14,DEM,Ruth Solomon,5984,True,,
Pima,State Senate,14,LBT,Ed Kahn,15,,True,
,State Senate,14,LBT,Ed Kahn,15,True,True,
Maricopa,State Senate,15,REP,Edward J. Cirillo,6054,,,
Pinal,State Senate,15,REP,Edward J. Cirillo,25,,,
,State Senate,15,REP,Edward J. Cirillo,6079,True,,
Maricopa,State Senate,15,REP,Carole Hubbs,4009,,,
Pinal,State Senate,15,REP,Carole Hubbs,36,,,
,State Senate,15,REP,Carole Hubbs,4045,,,
Maricopa,State Senate,15,REP,Jerry Overton,5241,,,
Pinal,State Senate,15,REP,Jerry Overton,76,,,
,State Senate,15,REP,Jerry Overton,5317,,,
Maricopa,State Senate,16,DEM,Mark Winemiller,1860,,,
,State Senate,16,DEM,Mark Winemiller,1860,True,,
Maricopa,State Senate,16,REP,Darden C. Hamilton,4089,,,
,State Senate,16,REP,Darden C. Hamilton,4089,True,,
Maricopa,State Senate,17,DEM,Leonard Clark,96,,True,
,State Senate,17,DEM,Leonard Clark,96,,True,
Maricopa,State Senate,17,REP,Brenda Burns,9026,,,
,State Senate,17,REP,Brenda Burns,9026,True,,
Maricopa,State Senate,18,REP,Susan Gerard,8719,,,
,State Senate,18,REP,Susan Gerard,8719,True,,
Maricopa,State Senate,19,DEM,Martha Bruneau,3045,,,
,State Senate,19,DEM,Martha Bruneau,3045,True,,
Maricopa,State Senate,19,LBT,Clay Adair,9,,True,
,State Senate,19,LBT,Clay Adair,9,True,True,
Maricopa,State Senate,19,REP,Scott Bundgaard,8491,,,
,State Senate,19,REP,Scott Bundgaard,8491,True,,
Maricopa,State Senate,19,REP,Debra Raeder,4214,,,
,State Senate,19,REP,Debra Raeder,4214,,,
Maricopa,State Senate,20,DEM,Mary Hartley,1989,,,
,State Senate,20,DEM,Mary Hartley,1989,True,,
Maricopa,State Senate,20,REP,Craig Savage,1891,,,
,State Senate,20,REP,Craig Savage,1891,True,,
Maricopa,State Senate,21,DEM,Paul Cash,3517,,,
Pinal,State Senate,21,DEM,Paul Cash,117,,,
,State Senate,21,DEM,Paul Cash,3634,True,,
Maricopa,State Senate,21,REP,"Russell ""Rusty "" Bowers",11093,,,
Pinal,State Senate,21,REP,"Russell ""Rusty "" Bowers",116,,,
,State Senate,21,REP,"Russell ""Rusty "" Bowers",11209,True,,
Maricopa,State Senate,22,DEM,Joe Eddie Lopez,2010,,,
,State Senate,22,DEM,Joe Eddie Lopez,2010,True,,
Maricopa,State Senate,23,DEM,Linda Aguirre,2250,,,
,State Senate,23,DEM,Linda Aguirre,2250,True,,
Maricopa,State Senate,23,DEM,Andrew (A. J.,1089,,,
,State Senate,23,DEM,Andrew (A. J.,1089,,,
Maricopa,State Senate,24,DEM,Jeff Bollerman,294,,True,
,State Senate,24,DEM,Jeff Bollerman,294,True,True,
Maricopa,State Senate,24,LBT,Gary Fallon,66,,,
,State Senate,24,LBT,Gary Fallon,66,True,,
Maricopa,State Senate,24,REP,Tom Horne,5240,,,
,State Senate,24,REP,Tom Horne,5240,,,
Maricopa,State Senate,24,REP,Dean Martin,5465,,,
,State Senate,24,REP,Dean Martin,5465,True,,
Maricopa,State Senate,25,DEM,Chris Cummiskey,3904,,,
,State Senate,25,DEM,Chris Cummiskey,3904,True,,
Maricopa,State Senate,25,REP,Pat Kaminsky,4339,,,
,State Senate,25,REP,Pat Kaminsky,4339,True,,
Maricopa,State Senate,26,DEM,Lee Chabala,967,,,
,State Senate,26,DEM,Lee Chabala,967,,,
Maricopa,State Senate,26,DEM,Ed Ranger,3272,,,
,State Senate,26,DEM,Ed Ranger,3272,True,,
Maricopa,State Senate,26,REP,Tom Smith,10005,,,
,State Senate,26,REP,Tom Smith,10005,True,,
Maricopa,State Senate,27,DEM,Harry E. Mitchell,3022,,,
,State Senate,27,DEM,Harry E. Mitchell,3022,True,,
Maricopa,State Senate,27,REP,Gary Richardson,8466,,,
,State Senate,27,REP,Gary Richardson,8466,True,,
Maricopa,State Senate,28,LBT,Mark Horning,7,,True,
Yavapai,State Senate,28,LBT,Mark Horning,0,,True,
,State Senate,28,LBT,Mark Horning,7,True,True,
Maricopa,State Senate,28,REP,Randall Gnant,10182,,,
Yavapai,State Senate,28,REP,Randall Gnant,112,,,
,State Senate,28,REP,Randall Gnant,10294,True,,
Maricopa,State Senate,28,REP,David Smith,9173,,,
Yavapai,State Senate,28,REP,David Smith,99,,,
,State Senate,28,REP,David Smith,9272,,,
Maricopa,State Senate,29,DEM,Ernie R. Jaurigui,1784,,,
,State Senate,29,DEM,Ernie R. Jaurigui,1784,True,,
Maricopa,State Senate,29,REP,David Petersen,7543,,,
,State Senate,29,REP,David Petersen,7543,True,,
Maricopa,State Senate,30,DEM,Jay Blanchard,3675,,,
,State Senate,30,DEM,Jay Blanchard,3675,True,,
Maricopa,State Senate,30,REP,Ronald Bellus,4577,,,
,State Senate,30,REP,Ronald Bellus,4577,,,
Maricopa,State Senate,30,REP,Jeff Groscost,11224,,,
,State Senate,30,REP,Jeff Groscost,11224,True,,
Mohave,State House,1,DEM,Henry J. Camarot,1923,,,
Yavapai,State House,1,DEM,Henry J. Camarot,4221,,,
,State House,1,DEM,Henry J. Camarot,6144,True,,
Mohave,State House,1,REP,Linda Binder,4992,,,
Yavapai,State House,1,REP,Linda Binder,9231,,,
,State House,1,REP,Linda Binder,14223,True,,
Mohave,State House,1,REP,Barbara Blewster,3824,,,
Yavapai,State House,1,REP,Barbara Blewster,8127,,,
,State House,1,REP,Barbara Blewster,11951,True,,
Mohave,State House,1,REP,Lucy Mason,2129,,,
