precinct_id,precinct_name,race_id,race,candidate_id,candidate,count
501,001 EAGLE,999999,Race Statistics,999999,Number of Precincts,1,
501,001 EAGLE,999999,Race Statistics,999998,Number of Precincts Reporting,1,
501,001 EAGLE,100,U.S. REP. IN CONGRESS - DIST. 1,999999,Number of Precincts for Race,1,
501,001 EAGLE,100,U.S. REP. IN CONGRESS - DIST. 1,999998,Number of Precincts Reporting,1,
501,001 EAGLE,100,U.S. REP. IN CONGRESS - DIST. 1,999997,Registered Voters,17,
501,001 EAGLE,100,U.S. REP. IN CONGRESS - DIST. 1,999996,Times Counted,13,
501,001 EAGLE,100,U.S. REP. IN CONGRESS - DIST. 1,30,"TOBIN, ANDY",9,
501,001 EAGLE,100,U.S. REP. IN CONGRESS - DIST. 1,40,"KIRKPATRICK, ANN",4,
501,001 EAGLE,370,Governor,999999,Number of Precincts for Race,1,
501,001 EAGLE,370,Governor,999998,Number of Precincts Reporting,1,
501,001 EAGLE,370,Governor,999997,Registered Voters,17,
501,001 EAGLE,370,Governor,999996,Times Counted,13,
501,001 EAGLE,370,Governor,20,"DUCEY, DOUG",11,
501,001 EAGLE,370,Governor,70,"DUVAL, FRED",2,
501,001 EAGLE,370,Governor,80,"HESS, BARRY J.",0,
501,001 EAGLE,370,Governor,90,"MEALER, JOHN LEWIS",0,
501,001 EAGLE,1360,STATE SENATOR - DIST. 14,999999,Number of Precincts for Race,1,
501,001 EAGLE,1360,STATE SENATOR - DIST. 14,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1360,STATE SENATOR - DIST. 14,999997,Registered Voters,17,
501,001 EAGLE,1360,STATE SENATOR - DIST. 14,999996,Times Counted,13,
501,001 EAGLE,1360,STATE SENATOR - DIST. 14,10,"GRIFFIN, GAIL",9,
501,001 EAGLE,1390,STATE REP. - DIST. 14 (ELECT 2),999999,Number of Precincts for Race,1,
501,001 EAGLE,1390,STATE REP. - DIST. 14 (ELECT 2),999998,Number of Precincts Reporting,1,
501,001 EAGLE,1390,STATE REP. - DIST. 14 (ELECT 2),999997,Registered Voters,17,
501,001 EAGLE,1390,STATE REP. - DIST. 14 (ELECT 2),999996,Times Counted,13,
501,001 EAGLE,1390,STATE REP. - DIST. 14 (ELECT 2),10,"GOWAN, DAVID",11,
501,001 EAGLE,1390,STATE REP. - DIST. 14 (ELECT 2),20,"STEVENS, DAVID",9,
501,001 EAGLE,1390,STATE REP. - DIST. 14 (ELECT 2),40,"BURTON, JAMES C.",2,
501,001 EAGLE,1391,Secretary of State,999999,Number of Precincts for Race,1,
501,001 EAGLE,1391,Secretary of State,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1391,Secretary of State,999997,Registered Voters,17,
501,001 EAGLE,1391,Secretary of State,999996,Times Counted,13,
501,001 EAGLE,1391,Secretary of State,30,"REAGAN, MICHELE",8,
501,001 EAGLE,1391,Secretary of State,40,"GODDARD, TERRY",5,
501,001 EAGLE,1392,Attorney General,999999,Number of Precincts for Race,1,
501,001 EAGLE,1392,Attorney General,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1392,Attorney General,999997,Registered Voters,17,
501,001 EAGLE,1392,Attorney General,999996,Times Counted,13,
501,001 EAGLE,1392,Attorney General,10,"BRNOVICH, MARK",9,
501,001 EAGLE,1392,Attorney General,30,"ROTELLINI, FELECIA",3,
501,001 EAGLE,1393,State Treasurer,999999,Number of Precincts for Race,1,
501,001 EAGLE,1393,State Treasurer,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1393,State Treasurer,999997,Registered Voters,17,
501,001 EAGLE,1393,State Treasurer,999996,Times Counted,13,
501,001 EAGLE,1393,State Treasurer,10,"DEWIT, JEFF",8,
501,001 EAGLE,1394,Superintendent of Public Instruction,999999,Number of Precincts for Race,1,
501,001 EAGLE,1394,Superintendent of Public Instruction,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1394,Superintendent of Public Instruction,999997,Registered Voters,17,
501,001 EAGLE,1394,Superintendent of Public Instruction,999996,Times Counted,13,
501,001 EAGLE,1394,Superintendent of Public Instruction,10,"DOUGLAS, DIANE M.",5,
501,001 EAGLE,1394,Superintendent of Public Instruction,30,"GARCIA, DAVID",8,
501,001 EAGLE,1395,State Mine Inspector,999999,Number of Precincts for Race,1,
501,001 EAGLE,1395,State Mine Inspector,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1395,State Mine Inspector,999997,Registered Voters,17,
501,001 EAGLE,1395,State Mine Inspector,999996,Times Counted,13,
501,001 EAGLE,1395,State Mine Inspector,10,"HART, JOE",9,
501,001 EAGLE,1396,Corporation Commissioner,999999,Number of Precincts for Race,1,
501,001 EAGLE,1396,Corporation Commissioner,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1396,Corporation Commissioner,999997,Registered Voters,17,
501,001 EAGLE,1396,Corporation Commissioner,999996,Times Counted,13,
501,001 EAGLE,1396,Corporation Commissioner,10,"FORESE, TOM",9,
501,001 EAGLE,1396,Corporation Commissioner,20,"LITTLE, DOUG",10,
501,001 EAGLE,1396,Corporation Commissioner,50,"HOLWAY, JIM",1,
501,001 EAGLE,1396,Corporation Commissioner,60,"KENNEDY, SANDRA",2,
501,001 EAGLE,1670,CLERK OF THE SUPERIOR COURT,999999,Number of Precincts for Race,1,
501,001 EAGLE,1670,CLERK OF THE SUPERIOR COURT,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1670,CLERK OF THE SUPERIOR COURT,999997,Registered Voters,17,
501,001 EAGLE,1670,CLERK OF THE SUPERIOR COURT,999996,Times Counted,13,
501,001 EAGLE,1670,CLERK OF THE SUPERIOR COURT,10,"POLLOCK, PAMELA",10,
501,001 EAGLE,1675,DIST. 1 JUSTICE OF THE PEACE,999999,Number of Precincts for Race,1,
501,001 EAGLE,1675,DIST. 1 JUSTICE OF THE PEACE,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1675,DIST. 1 JUSTICE OF THE PEACE,999997,Registered Voters,17,
501,001 EAGLE,1675,DIST. 1 JUSTICE OF THE PEACE,999996,Times Counted,13,
501,001 EAGLE,1675,DIST. 1 JUSTICE OF THE PEACE,10,"NABOR, GRACE",10,
501,001 EAGLE,1680,DIST. 1 CONSTABLE,999999,Number of Precincts for Race,1,
501,001 EAGLE,1680,DIST. 1 CONSTABLE,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1680,DIST. 1 CONSTABLE,999997,Registered Voters,17,
501,001 EAGLE,1680,DIST. 1 CONSTABLE,999996,Times Counted,13,
501,001 EAGLE,1680,DIST. 1 CONSTABLE,10,"CASTANEDA, NICK",10,
501,001 EAGLE,1695,JUDGE OF THE SUPERIOR COURT,999999,Number of Precincts for Race,1,
501,001 EAGLE,1695,JUDGE OF THE SUPERIOR COURT,999998,Number of Precincts Reporting,1,
501,001 EAGLE,1695,JUDGE OF THE SUPERIOR COURT,999997,Registered Voters,17,
501,001 EAGLE,1695,JUDGE OF THE SUPERIOR COURT,999996,Times Counted,13,
501,001 EAGLE,1695,JUDGE OF THE SUPERIOR COURT,10,"STAUFFER, MONICA",12,
501,001 EAGLE,2380,"RETAIN BALES, SCOTT, JUSTICE, AZ SUPREME COURT",999999,Number of Precincts for Race,1,
501,001 EAGLE,2380,"RETAIN BALES, SCOTT, JUSTICE, AZ SUPREME COURT",999998,Number of Precincts Reporting,1,
501,001 EAGLE,2380,"RETAIN BALES, SCOTT, JUSTICE, AZ SUPREME COURT",999997,Registered Voters,17,
501,001 EAGLE,2380,"RETAIN BALES, SCOTT, JUSTICE, AZ SUPREME COURT",999996,Times Counted,13,
501,001 EAGLE,2380,"RETAIN BALES, SCOTT, JUSTICE, AZ SUPREME COURT",2010,YES,7,
501,001 EAGLE,2380,"RETAIN BALES, SCOTT, JUSTICE, AZ SUPREME COURT",2020,NO,2,
501,001 EAGLE,2410,"RETAIN BRUTINEL, ROBERT, JUSTICE, AZ SUPREME COURT",999999,Number of Precincts for Race,1,
501,001 EAGLE,2410,"RETAIN BRUTINEL, ROBERT, JUSTICE, AZ SUPREME COURT",999998,Number of Precincts Reporting,1,
501,001 EAGLE,2410,"RETAIN BRUTINEL, ROBERT, JUSTICE, AZ SUPREME COURT",999997,Registered Voters,17,
501,001 EAGLE,2410,"RETAIN BRUTINEL, ROBERT, JUSTICE, AZ SUPREME COURT",999996,Times Counted,13,
501,001 EAGLE,2410,"RETAIN BRUTINEL, ROBERT, JUSTICE, AZ SUPREME COURT",2010,YES,7,
501,001 EAGLE,2410,"RETAIN BRUTINEL, ROBERT, JUSTICE, AZ SUPREME COURT",2020,NO,2,
501,001 EAGLE,2590,"RETAIN VASQUEZ, GARYE L., JUDGE, COURT OF APPEALS DIV 2",999999,Number of Precincts for Race,1,
501,001 EAGLE,2590,"RETAIN VASQUEZ, GARYE L., JUDGE, COURT OF APPEALS DIV 2",999998,Number of Precincts Reporting,1,
501,001 EAGLE,2590,"RETAIN VASQUEZ, GARYE L., JUDGE, COURT OF APPEALS DIV 2",999997,Registered Voters,17,
501,001 EAGLE,2590,"RETAIN VASQUEZ, GARYE L., JUDGE, COURT OF APPEALS DIV 2",999996,Times Counted,13,
501,001 EAGLE,2590,"RETAIN VASQUEZ, GARYE L., JUDGE, COURT OF APPEALS DIV 2",2010,YES,7,
