precinct_id,precinct_name,race_id,race,candidate_id,candidate,count,
701,01 WIKIEUP,999999,Race Statistics,999999,Number of Precincts,1, 
701,01 WIKIEUP,999999,Race Statistics,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,190,U.S. REP. IN CONGRESS - DIST. 4,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,190,U.S. REP. IN CONGRESS - DIST. 4,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,190,U.S. REP. IN CONGRESS - DIST. 4,999997,Registered Voters,230, 
701,01 WIKIEUP,190,U.S. REP. IN CONGRESS - DIST. 4,999996,Times Counted,109, 
701,01 WIKIEUP,190,U.S. REP. IN CONGRESS - DIST. 4,10,"GOSAR, PAUL",86, 
701,01 WIKIEUP,190,U.S. REP. IN CONGRESS - DIST. 4,20,"WEISSER, MIKE",13, 
701,01 WIKIEUP,190,U.S. REP. IN CONGRESS - DIST. 4,30,"RIKE, CHRIS",6, 
701,01 WIKIEUP,370,Governor,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,370,Governor,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,370,Governor,999997,Registered Voters,230, 
701,01 WIKIEUP,370,Governor,999996,Times Counted,109, 
701,01 WIKIEUP,370,Governor,20,"DUCEY, DOUG",87, 
701,01 WIKIEUP,370,Governor,70,"DUVAL, FRED",12, 
701,01 WIKIEUP,370,Governor,80,"HESS, BARRY J.",6, 
701,01 WIKIEUP,370,Governor,90,"MEALER, JOHN LEWIS",3, 
701,01 WIKIEUP,820,STATE SENATOR - DIST. 5,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,820,STATE SENATOR - DIST. 5,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,820,STATE SENATOR - DIST. 5,999997,Registered Voters,230, 
701,01 WIKIEUP,820,STATE SENATOR - DIST. 5,999996,Times Counted,109, 
701,01 WIKIEUP,820,STATE SENATOR - DIST. 5,10,"WARD, KELLI",90, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),999997,Registered Voters,230, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),999996,Times Counted,109, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),10,"BORRELLI, SONNY",77, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),20,"COBB, REGINA",74, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),60,"LONGORIA, JOSEPH \JO""",9, 
701,01 WIKIEUP,850,STATE REP. - DIST. 5 (ELECT 2),70,"WEISSER, BETH",6, 
701,01 WIKIEUP,1779,Secretary of State,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,1779,Secretary of State,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,1779,Secretary of State,999997,Registered Voters,230, 
701,01 WIKIEUP,1779,Secretary of State,999996,Times Counted,109, 
701,01 WIKIEUP,1779,Secretary of State,30,"REAGAN, MICHELE",89, 
701,01 WIKIEUP,1779,Secretary of State,40,"GODDARD, TERRY",17, 
701,01 WIKIEUP,1780,Attorney General,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,1780,Attorney General,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,1780,Attorney General,999997,Registered Voters,230, 
701,01 WIKIEUP,1780,Attorney General,999996,Times Counted,109, 
701,01 WIKIEUP,1780,Attorney General,10,"BRNOVICH, MARK",90, 
701,01 WIKIEUP,1780,Attorney General,30,"ROTELLINI, FELECIA",15, 
701,01 WIKIEUP,1781,State Treasurer,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,1781,State Treasurer,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,1781,State Treasurer,999997,Registered Voters,230, 
701,01 WIKIEUP,1781,State Treasurer,999996,Times Counted,109, 
701,01 WIKIEUP,1781,State Treasurer,10,"DEWIT, JEFF",91, 
701,01 WIKIEUP,1782,Superintendent of Public Instruction,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,1782,Superintendent of Public Instruction,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,1782,Superintendent of Public Instruction,999997,Registered Voters,230, 
701,01 WIKIEUP,1782,Superintendent of Public Instruction,999996,Times Counted,109, 
701,01 WIKIEUP,1782,Superintendent of Public Instruction,10,"DOUGLAS, DIANE M.",90, 
701,01 WIKIEUP,1782,Superintendent of Public Instruction,30,"GARCIA, DAVID",17, 
701,01 WIKIEUP,1783,State Mine Inspector,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,1783,State Mine Inspector,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,1783,State Mine Inspector,999997,Registered Voters,230, 
701,01 WIKIEUP,1783,State Mine Inspector,999996,Times Counted,109, 
701,01 WIKIEUP,1783,State Mine Inspector,10,"HART, JOE",90, 
701,01 WIKIEUP,1784,Corporation Commissioner,999999,Number of Precincts for Race,1, 
701,01 WIKIEUP,1784,Corporation Commissioner,999998,Number of Precincts Reporting,1, 
701,01 WIKIEUP,1784,Corporation Commissioner,999997,Registered Voters,230, 
701,01 WIKIEUP,1784,Corporation Commissioner,999996,Times Counted,109, 
701,01 WIKIEUP,1784,Corporation Commissioner,10,"FORESE, TOM",82, 
