precinct_id,precinct_name,race_id,race,candidate_id,candidate,count
651,051 PARKER,999999,Race Statistics,999999,Number of Precincts,1
651,051 PARKER,999999,Race Statistics,999998,Number of Precincts Reporting,1
651,051 PARKER,190,U.S. REP. IN CONGRESS - DIST. 4,999999,Number of Precincts for Race,1
651,051 PARKER,190,U.S. REP. IN CONGRESS - DIST. 4,999998,Number of Precincts Reporting,1
651,051 PARKER,190,U.S. REP. IN CONGRESS - DIST. 4,999997,Registered Voters,2957
651,051 PARKER,190,U.S. REP. IN CONGRESS - DIST. 4,999996,Times Counted,868
651,051 PARKER,190,U.S. REP. IN CONGRESS - DIST. 4,10,"GOSAR, PAUL",510
651,051 PARKER,190,U.S. REP. IN CONGRESS - DIST. 4,20,"WEISSER, MIKE",278
651,051 PARKER,190,U.S. REP. IN CONGRESS - DIST. 4,30,"RIKE, CHRIS",39
651,051 PARKER,370,Governor,999999,Number of Precincts for Race,1
651,051 PARKER,370,Governor,999998,Number of Precincts Reporting,1
651,051 PARKER,370,Governor,999997,Registered Voters,2957
651,051 PARKER,370,Governor,999996,Times Counted,868
651,051 PARKER,370,Governor,20,"DUCEY, DOUG",468
651,051 PARKER,370,Governor,70,"DUVAL, FRED",316
651,051 PARKER,370,Governor,80,"HESS, BARRY J.",42
651,051 PARKER,370,Governor,90,"MEALER, JOHN LEWIS",19
651,051 PARKER,820,STATE SENATOR - DIST. 5,999999,Number of Precincts for Race,1
651,051 PARKER,820,STATE SENATOR - DIST. 5,999998,Number of Precincts Reporting,1
651,051 PARKER,820,STATE SENATOR - DIST. 5,999997,Registered Voters,2957
651,051 PARKER,820,STATE SENATOR - DIST. 5,999996,Times Counted,868
651,051 PARKER,820,STATE SENATOR - DIST. 5,10,"WARD, KELLI",606
651,051 PARKER,850,STATE REP. - DIST. 5 (ELECT 2),999999,Number of Precincts for Race,1
651,051 PARKER,850,STATE REP. - DIST. 5 (ELECT 2),999998,Number of Precincts Reporting,1
651,051 PARKER,850,STATE REP. - DIST. 5 (ELECT 2),999997,Registered Voters,2957
651,051 PARKER,850,STATE REP. - DIST. 5 (ELECT 2),999996,Times Counted,868
