contest,choice,precinct_id,vote_total,polling_place_votes,early_votes,provisional_votes,polling_place_votes_ds200,early_votes_ds200,party_name,contest_name,choice_name,precinct_designation,precinct_name,subjurisdiction,votes_allowed,referendum_flag
000,00,000,00036,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,ALPINE,,0, 
000,00,000,00361,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,CANYON DE CHELLY,,0, 
000,00,000,00188,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,CHINLE,,0, 
000,00,000,00171,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,CONCHO,,0, 
000,00,000,00071,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,CORNFIELDS,,0, 
000,00,000,00137,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,COTTONWOOD,,0, 
000,00,000,00082,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,CORONADO,,0, 
000,00,000,00099,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,DENNEHOTSO,,0, 
000,00,000,00116,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,EAGAR,,0, 
000,00,001,00085,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,FLAT TOP,,0, 
000,00,001,00272,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,FT. DEFIANCE,,0, 
000,00,001,00074,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,GANADO NORTH,,0, 
000,00,001,00117,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,GANADO SOUTH,,0, 
000,00,001,00013,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,GREER,,0, 
000,00,001,00108,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,HOUCK,,0, 
000,00,001,00095,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,KINLICHEE,,0, 
000,00,001,00082,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,KLAGETOH,,0, 
000,00,001,00179,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,LUKACHUKAI,,0, 
000,00,001,00067,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,LUPTON,,0, 
000,00,002,00019,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,MCNARY,,0, 
000,00,002,00183,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,MANY FARMS,,0, 
000,00,002,00023,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,4,MEXICAN WATER,,0, 
000,00,002,00103,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,4,NAZLINI,,0, 
000,00,002,00030,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,4,NUTRIOSO,,0, 
000,00,002,00046,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,4,OAK SPRINGS,,0, 
000,00,002,00135,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,4,PUERCO EAST & 49 PUERCO W,S,0, 
000,00,002,00040,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,5,RED MESA,,0, 
000,00,002,00088,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,5,RED VALLEY,,0, 
000,00,002,00131,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,5,ROCK POINT,,0, 
000,00,003,00084,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,5,ROUGH ROCK,,0, 
000,00,003,00093,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,5,ROUND ROCK,,0, 
000,00,003,00070,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,5,ROUND VALLEY,,0, 
000,00,003,00136,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,6,ST. JOHNS,,0, 
000,00,003,00186,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,6,ST. MICHAELS,,0, 
000,00,003,00068,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,6,SAWMILL,,0, 
000,00,003,00091,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,7,SPRINGERVILLE,,0, 
000,00,003,00125,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,7,STEAMBOAT,,0, 
000,00,003,00075,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,7,SWEETWATER,,0, 
000,00,003,00063,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,7,TACHEE,,0, 
000,00,004,00086,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,8,TEEC NOS POS,,0, 
000,00,004,00125,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,8,VERNON,,0, 
000,00,004,00154,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,8,WHEATFIELDS,,0, 
000,00,004,00071,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,8,WILD RUINS,,0, 
000,00,004,00168,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,8,WINDOW ROCK,,0, 
000,00,000,00019,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,ALPINE,,0, 
000,00,000,00034,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,CANYON DE CHELLY,,0, 
000,00,000,00019,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,CHINLE,,0, 
000,00,000,00082,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,CONCHO,,0, 
000,00,000,00004,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,1,CORNFIELDS,,0, 
000,00,000,00009,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,1,COTTONWOOD,,0, 
000,00,000,00034,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,1,CORONADO,,0, 
000,00,000,00012,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,1,DENNEHOTSO,,0, 
000,00,000,00061,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,1,EAGAR,,0, 
000,00,001,00042,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,1,FLAT TOP,,0, 
000,00,001,00036,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,1,FT. DEFIANCE,,0, 
000,00,001,00006,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,2,GANADO NORTH,,0, 
000,00,001,00011,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,2,GANADO SOUTH,,0, 
000,00,001,00007,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,2,GREER,,0, 
000,00,001,00011,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,2,HOUCK,,0, 
000,00,001,00005,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,2,KINLICHEE,,0, 
000,00,001,00009,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,3,KLAGETOH,,0, 
000,00,001,00008,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,3,LUKACHUKAI,,0, 
