contest,subjurisdiction,contest_id,contest_name,choice,choice_name,number
1,"District 1 (1,3,12,14)",999999,Race Statistics,999999,Number of Precincts,1
1,"District 1 (1,3,12,14)",999999,Race Statistics,999998,Number of Precincts Reporting,1
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),999999,Number of Precincts for Race,1
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),999998,Number of Precincts Reporting,1
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),999997,Registered Voters,468
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),999996,Times Counted,279
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),10,"SANTORUM, RICK",0
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),20,"COOK, TIM",0
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),30,"PAUL, RAND",4
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),40,"RUBIO, MARCO",32
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),50,"GRAHAM, LINDSEY",0
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),60,"KASICH, JOHN R.",33
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),70,"BUSH, JEB",1
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),80,"TRUMP, DONALD J.",106
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),90,"FIORINA, CARLY",1
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),100,"PATAKI, GEORGE E.",0
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),110,"CRUZ, TED",92
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),120,"HUCKABEE, MIKE",1
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),130,"CHRISTIE, CHRIS",1
1,"District 1 (1,3,12,14)",10,U.S. PRESIDENT (REP),140,"CARSON, BEN",8
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),999999,Number of Precincts for Race,1
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),999998,Number of Precincts Reporting,1
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),999997,Registered Voters,1912
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),999996,Times Counted,1461
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),10,"DE LA FUENTE, ROQUE",5
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),20,"STEINBERG, MICHAEL",5
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),30,"SANDERS, BERNIE",1046
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),40,"O'MALLEY, MARTIN J.",4
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),50,"CLINTON, HILLARY",398
1,"District 1 (1,3,12,14)",20,U.S. PRESIDENT (DEM),60,"HEWES, HENRY",3
1,"District 1 (1,3,12,14)",30,U.S. PRESIDENT (GRN),999999,Number of Precincts for Race,1
1,"District 1 (1,3,12,14)",30,U.S. PRESIDENT (GRN),999998,Number of Precincts Reporting,1
1,"District 1 (1,3,12,14)",30,U.S. PRESIDENT (GRN),999997,Registered Voters,28
1,"District 1 (1,3,12,14)",30,U.S. PRESIDENT (GRN),999996,Times Counted,10
1,"District 1 (1,3,12,14)",30,U.S. PRESIDENT (GRN),10,"MESPLAY, KENT",1
1,"District 1 (1,3,12,14)",30,U.S. PRESIDENT (GRN),20,"STEIN, JILL",8
2,"District 2 (2,4,5)",999999,Race Statistics,999999,Number of Precincts,1
2,"District 2 (2,4,5)",999999,Race Statistics,999998,Number of Precincts Reporting,1
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),999999,Number of Precincts for Race,1
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),999998,Number of Precincts Reporting,1
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),999997,Registered Voters,1031
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),999996,Times Counted,666
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),10,"SANTORUM, RICK",1
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),20,"COOK, TIM",2
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),30,"PAUL, RAND",1
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),40,"RUBIO, MARCO",104
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),50,"GRAHAM, LINDSEY",0
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),60,"KASICH, JOHN R.",108
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),70,"BUSH, JEB",2
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),80,"TRUMP, DONALD J.",183
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),90,"FIORINA, CARLY",0
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),100,"PATAKI, GEORGE E.",1
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),110,"CRUZ, TED",239
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),120,"HUCKABEE, MIKE",0
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),130,"CHRISTIE, CHRIS",2
2,"District 2 (2,4,5)",10,U.S. PRESIDENT (REP),140,"CARSON, BEN",21
2,"District 2 (2,4,5)",20,U.S. PRESIDENT (DEM),999999,Number of Precincts for Race,1
2,"District 2 (2,4,5)",20,U.S. PRESIDENT (DEM),999998,Number of Precincts Reporting,1
2,"District 2 (2,4,5)",20,U.S. PRESIDENT (DEM),999997,Registered Voters,2031
2,"District 2 (2,4,5)",20,U.S. PRESIDENT (DEM),999996,Times Counted,1596
2,"District 2 (2,4,5)",20,U.S. PRESIDENT (DEM),10,"DE LA FUENTE, ROQUE",8
2,"District 2 (2,4,5)",20,U.S. PRESIDENT (DEM),20,"STEINBERG, MICHAEL",5
