contest,choice,precinct_id,vote_total,polling_place_votes,early_votes,provisional_votes,polling_place_votes_ds200,early_votes_ds200,party_name,contest_name,choice_name,precinct_designation,precinct_name,subjurisdiction,votes_allowed,referendum_flag
000,00,000,00036,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,ALPINE,,0, 
000,00,000,00366,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,CANYON DE CHELLY,,0, 
000,00,000,00185,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,CHINLE,,0, 
000,00,000,00178,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,0,CONCHO,,0, 
000,00,000,00072,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,CORNFIELDS,,0, 
000,00,000,00137,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,COTTONWOOD,,0, 
000,00,000,00083,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,CORONADO,,0, 
000,00,000,00103,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,DENNEHOTSO,,0, 
000,00,000,00115,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,EAGAR,,0, 
000,00,001,00084,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,FLAT TOP,,0, 
000,00,001,00276,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,1,FT. DEFIANCE,,0, 
000,00,001,00075,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,GANADO NORTH,,0, 
000,00,001,00120,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,GANADO SOUTH,,0, 
000,00,001,00014,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,GREER,,0, 
000,00,001,00110,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,HOUCK,,0, 
000,00,001,00098,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,2,KINLICHEE,,0, 
000,00,001,00085,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,KLAGETOH,,0, 
000,00,001,00178,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,LUKACHUKAI,,0, 
000,00,001,00066,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,LUPTON,,0, 
000,00,002,00018,00000,00000,00000,00000,00000,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,3,MCNARY,,0, 
