county,precinct,office,district,seats,party,candidate,votes
Greenlee,001 Eagle,Registered Voters - Total ,,,,,19
Greenlee,001 Eagle,Ballots Cast - Total,,,,,14
Greenlee,001 Eagle,U.S. Senate,,1,REP,Kari LAKE,6
Greenlee,001 Eagle,U.S. Senate,,1,REP,Mark LAMB,7
Greenlee,001 Eagle,U.S. Senate,,1,REP,Elizabeth Jean REYE,0
Greenlee,001 Eagle,U.S. Senate,,1,REP,Write-In Total,0
Greenlee,001 Eagle,U.S. Senate,,1,REP,Total Votes Cast,13
Greenlee,001 Eagle,U.S. House,6,1,REP,Juan CISCOMANI,10
Greenlee,001 Eagle,U.S. House,6,1,REP,Catherine WINN,2
Greenlee,001 Eagle,U.S. House,6,1,REP,Write-In Total,0
Greenlee,001 Eagle,U.S. House,6,1,REP,Total Votes Cast,12
Greenlee,001 Eagle,State Senate,19,1,REP,David GOWAN,12
Greenlee,001 Eagle,State Senate,19,1,REP,Write-In Total,0
Greenlee,001 Eagle,State Senate,19,1,REP,Total Votes Cast,12
Greenlee,001 Eagle,State House,19,2,REP,Lupe DIAZ,11
Greenlee,001 Eagle,State House,19,2,REP,Gail GRIFFIN,12
Greenlee,001 Eagle,State House,19,2,REP,Write-In Total,0
Greenlee,001 Eagle,State House,19,2,REP,Total Votes Cast,23
Greenlee,001 Eagle,Corporation Commissioner,,3,REP,Rene LOPEZ,9
Greenlee,001 Eagle,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,8
Greenlee,001 Eagle,Corporation Commissioner,,3,REP,Rachel WALDEN,10
Greenlee,001 Eagle,Corporation Commissioner,,3,REP,Write-In Total,0
Greenlee,001 Eagle,Corporation Commissioner,,3,REP,Total Votes Cast,27
Greenlee,001 Eagle,Board of Supervisors,2,1,REP,Write-In Total,0
Greenlee,001 Eagle,Board of Supervisors,2,1,REP,Total Votes Cast,0
Greenlee,001 Eagle,County Attorney,,1,REP,Gary GRIFFITH,8
Greenlee,001 Eagle,County Attorney,,1,REP,Write-In Total,0
Greenlee,001 Eagle,County Attorney,,1,REP,Total Votes Cast,8
Greenlee,001 Eagle,County Sheriff,,1,REP,Dale SLOAN,5
Greenlee,001 Eagle,County Sheriff,,1,REP,Tim SUMNER,8
Greenlee,001 Eagle,County Sheriff,,1,REP,Write-In Total,0
Greenlee,001 Eagle,County Sheriff,,1,REP,Total Votes Cast,13
Greenlee,001 Eagle,County Treasurer,,1,REP,Write-In Total,0
Greenlee,001 Eagle,County Treasurer,,1,REP,Total Votes Cast,0
Greenlee,001 Eagle,County School Superintendent,,1,REP,Write-In Total,0
Greenlee,001 Eagle,County School Superintendent,,1,REP,Total Votes Cast,0
Greenlee,001 Eagle,County Recorder,,1,REP,Erin MILLER,7
Greenlee,001 Eagle,County Recorder,,1,REP,Write-In Total,0
Greenlee,001 Eagle,County Recorder,,1,REP,Total Votes Cast,7
Greenlee,001 Eagle,County Assessor,,1,REP,Write-In Total,1
Greenlee,001 Eagle,County Assessor,,1,REP,Total Votes Cast,1
Greenlee,001 Eagle,U.S. Senate,,1,DEM,Ruben GALLEGO,1
Greenlee,001 Eagle,U.S. Senate,,1,DEM,Write-In Total,0
Greenlee,001 Eagle,U.S. Senate,,1,DEM,Total Votes Cast,1
Greenlee,001 Eagle,U.S. House,6,1,DEM,Kirsten ENGEL,1
Greenlee,001 Eagle,U.S. House,6,1,DEM,Write-In Total,0
Greenlee,001 Eagle,U.S. House,6,1,DEM,Total Votes Cast,1
Greenlee,001 Eagle,State Senate,19,1,DEM,Bob KARP,1
Greenlee,001 Eagle,State Senate,19,1,DEM,Write-In Total,0
Greenlee,001 Eagle,State Senate,19,1,DEM,Total Votes Cast,1
Greenlee,001 Eagle,State House,19,2,DEM,Gregg FROSTROM JR.,1
Greenlee,001 Eagle,State House,19,2,DEM,Write-In Total,0
Greenlee,001 Eagle,State House,19,2,DEM,Total Votes Cast,1
Greenlee,001 Eagle,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,1
Greenlee,001 Eagle,Corporation Commissioner,,3,DEM,Jonathon HILL,1
Greenlee,001 Eagle,Corporation Commissioner,,3,DEM,Joshua POLACHECK,1
Greenlee,001 Eagle,Corporation Commissioner,,3,DEM,Write-In Total,0
Greenlee,001 Eagle,Corporation Commissioner,,3,DEM,Total Votes Cast,3
Greenlee,001 Eagle,Board of Supervisors,2,1,DEM,Write-In Total,0
Greenlee,001 Eagle,Board of Supervisors,2,1,DEM,Total Votes Cast,0
Greenlee,001 Eagle,County Attorney,,1,DEM,Write-In Total,0
Greenlee,001 Eagle,County Attorney,,1,DEM,Total Votes Cast,0
Greenlee,001 Eagle,County Sheriff,,1,DEM,Daniel MEDINA,1
Greenlee,001 Eagle,County Sheriff,,1,DEM,Write-In Total,0
Greenlee,001 Eagle,County Sheriff,,1,DEM,Total Votes Cast,1
Greenlee,001 Eagle,County Treasurer,,1,DEM,Write-In Total,0
Greenlee,001 Eagle,County Treasurer,,1,DEM,Total Votes Cast,0
Greenlee,001 Eagle,County School Superintendent,,1,DEM,Write-In Total,0
Greenlee,001 Eagle,County School Superintendent,,1,DEM,Total Votes Cast,0
Greenlee,001 Eagle,County Recorder,,1,DEM,Sarah STACEY-CAMACHO,1
Greenlee,001 Eagle,County Recorder,,1,DEM,Write-In Total,0
Greenlee,001 Eagle,County Recorder,,1,DEM,Total Votes Cast,1
Greenlee,001 Eagle,County Assessor,,1,DEM,Write-In Total,0
Greenlee,001 Eagle,County Assessor,,1,DEM,Total Votes Cast,0
Greenlee,001 Eagle,U.S. Senate,,1,LBT,Write-In Total,0
Greenlee,001 Eagle,U.S. Senate,,1,LBT,Total Votes Cast,0
Greenlee,001 Eagle,U.S. House,6,1,LBT,Write-In Total,0
Greenlee,001 Eagle,U.S. House,6,1,LBT,Total Votes Cast,0
Greenlee,001 Eagle,State Senate,19,1,LBT,Write-In Total,0
Greenlee,001 Eagle,State Senate,19,1,LBT,Total Votes Cast,0
Greenlee,001 Eagle,State House,19,2,LBT,Write-In Total,0
Greenlee,001 Eagle,State House,19,2,LBT,Total Votes Cast,0
Greenlee,001 Eagle,Corporation Commissioner,,3,LBT,Write-In Total,0
Greenlee,001 Eagle,Corporation Commissioner,,3,LBT,Total Votes Cast,0
Greenlee,001 Eagle,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0
Greenlee,001 Eagle,U.S. Senate,,1,GRN,Michael NORTON,0
Greenlee,001 Eagle,U.S. Senate,,1,GRN,Write-In Total,0
Greenlee,001 Eagle,U.S. Senate,,1,GRN,Total Votes Cast,0
Greenlee,001 Eagle,U.S. House,6,1,GRN,Write-In Total,0
Greenlee,001 Eagle,U.S. House,6,1,GRN,Total Votes Cast,0
Greenlee,001 Eagle,State Senate,19,1,GRN,Write-In Total,0
Greenlee,001 Eagle,State Senate,19,1,GRN,Total Votes Cast,0
Greenlee,001 Eagle,State House,19,2,GRN,Write-In Total,0
Greenlee,001 Eagle,State House,19,2,GRN,Total Votes Cast,0
Greenlee,001 Eagle,Corporation Commissioner,,3,GRN,Write-In Total,0
Greenlee,001 Eagle,Corporation Commissioner,,3,GRN,Total Votes Cast,0
Greenlee,001 Eagle,NOL Notice,,1,NOL,Total Votes Cast,0
Greenlee,002 Blue,Registered Voters - Total ,,,,,42
Greenlee,002 Blue,Ballots Cast - Total,,,,,29
Greenlee,002 Blue,U.S. Senate,,1,REP,Kari LAKE,13
Greenlee,002 Blue,U.S. Senate,,1,REP,Mark LAMB,8
Greenlee,002 Blue,U.S. Senate,,1,REP,Elizabeth Jean REYE,2
Greenlee,002 Blue,U.S. Senate,,1,REP,Write-In Total,0
Greenlee,002 Blue,U.S. Senate,,1,REP,Total Votes Cast,23
Greenlee,002 Blue,U.S. House,6,1,REP,Juan CISCOMANI,14
Greenlee,002 Blue,U.S. House,6,1,REP,Catherine WINN,7
Greenlee,002 Blue,U.S. House,6,1,REP,Write-In Total,0
Greenlee,002 Blue,U.S. House,6,1,REP,Total Votes Cast,21
Greenlee,002 Blue,State Senate,19,1,REP,David GOWAN,16
Greenlee,002 Blue,State Senate,19,1,REP,Write-In Total,0
Greenlee,002 Blue,State Senate,19,1,REP,Total Votes Cast,16
Greenlee,002 Blue,State House,19,2,REP,Lupe DIAZ,12
Greenlee,002 Blue,State House,19,2,REP,Gail GRIFFIN,19
Greenlee,002 Blue,State House,19,2,REP,Write-In Total,0
Greenlee,002 Blue,State House,19,2,REP,Total Votes Cast,31
Greenlee,002 Blue,Corporation Commissioner,,3,REP,Rene LOPEZ,15
Greenlee,002 Blue,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,13
Greenlee,002 Blue,Corporation Commissioner,,3,REP,Rachel WALDEN,15
Greenlee,002 Blue,Corporation Commissioner,,3,REP,Write-In Total,0
Greenlee,002 Blue,Corporation Commissioner,,3,REP,Total Votes Cast,43
Greenlee,002 Blue,Board of Supervisors,2,1,REP,Write-In Total,0
Greenlee,002 Blue,Board of Supervisors,2,1,REP,Total Votes Cast,0
Greenlee,002 Blue,County Attorney,,1,REP,Gary GRIFFITH,16
Greenlee,002 Blue,County Attorney,,1,REP,Write-In Total,0
Greenlee,002 Blue,County Attorney,,1,REP,Total Votes Cast,16
Greenlee,002 Blue,County Sheriff,,1,REP,Dale SLOAN,1
Greenlee,002 Blue,County Sheriff,,1,REP,Tim SUMNER,23
Greenlee,002 Blue,County Sheriff,,1,REP,Write-In Total,0
Greenlee,002 Blue,County Sheriff,,1,REP,Total Votes Cast,24
Greenlee,002 Blue,County Treasurer,,1,REP,Write-In Total,0
Greenlee,002 Blue,County Treasurer,,1,REP,Total Votes Cast,0
Greenlee,002 Blue,County School Superintendent,,1,REP,Write-In Total,1
Greenlee,002 Blue,County School Superintendent,,1,REP,Total Votes Cast,1
Greenlee,002 Blue,County Recorder,,1,REP,Erin MILLER,16
Greenlee,002 Blue,County Recorder,,1,REP,Write-In Total,0
Greenlee,002 Blue,County Recorder,,1,REP,Total Votes Cast,16
Greenlee,002 Blue,County Assessor,,1,REP,Write-In Total,0
