county,precinct,office,district,party,candidate,votes,election_day,provisional,early
Greenlee,001 EAGLE,President,,REP,"TRUMP, PENCE",14,0,0,14
Greenlee,002 BLUE,President,,REP,"TRUMP, PENCE",23,7,0,16
Greenlee,003 CLIFTON 1,President,,REP,"TRUMP, PENCE",400,143,3,254
Greenlee,004 CLIFTON 2,President,,REP,"TRUMP, PENCE",227,55,1,171
Greenlee,005 MORENCI,President,,REP,"TRUMP, PENCE",594,257,9,328
Greenlee,006 EAST PLANTSITE,President,,REP,"TRUMP, PENCE",152,81,0,71
Greenlee,007 YORK/SHELDON,President,,REP,"TRUMP, PENCE",433,121,1,311
Greenlee,008 DUNCAN,President,,REP,"TRUMP, PENCE",590,176,8,406
Greenlee,001 EAGLE,President,,DEM,"BIDEN, HARRIS",1,1,0,0
Greenlee,002 BLUE,President,,DEM,"BIDEN, HARRIS",2,1,0,1
Greenlee,003 CLIFTON 1,President,,DEM,"BIDEN, HARRIS",329,55,0,274
Greenlee,004 CLIFTON 2,President,,DEM,"BIDEN, HARRIS",226,16,0,210
Greenlee,005 MORENCI,President,,DEM,"BIDEN, HARRIS",278,64,1,213
Greenlee,006 EAST PLANTSITE,President,,DEM,"BIDEN, HARRIS",46,6,0,40
Greenlee,007 YORK/SHELDON,President,,DEM,"BIDEN, HARRIS",157,20,0,137
Greenlee,008 DUNCAN,President,,DEM,"BIDEN, HARRIS",143,21,1,121
Greenlee,001 EAGLE,President,,LBT,"JORGENSEN, COHEN",0,0,0,0
Greenlee,002 BLUE,President,,LBT,"JORGENSEN, COHEN",0,0,0,0
Greenlee,003 CLIFTON 1,President,,LBT,"JORGENSEN, COHEN",16,4,0,12
Greenlee,004 CLIFTON 2,President,,LBT,"JORGENSEN, COHEN",6,1,0,5
Greenlee,005 MORENCI,President,,LBT,"JORGENSEN, COHEN",17,4,1,12
Greenlee,006 EAST PLANTSITE,President,,LBT,"JORGENSEN, COHEN",6,3,0,3
Greenlee,007 YORK/SHELDON,President,,LBT,"JORGENSEN, COHEN",10,3,0,7
Greenlee,008 DUNCAN,President,,LBT,"JORGENSEN, COHEN",15,1,2,12
Greenlee,001 EAGLE,U.S. Senate,,REP,"MCSALLY, MARTHA",14,0,0,14
Greenlee,002 BLUE,U.S. Senate,,REP,"MCSALLY, MARTHA",24,8,0,16
Greenlee,003 CLIFTON 1,U.S. Senate,,REP,"MCSALLY, MARTHA",347,129,3,215
Greenlee,004 CLIFTON 2,U.S. Senate,,REP,"MCSALLY, MARTHA",208,47,1,160
Greenlee,005 MORENCI,U.S. Senate,,REP,"MCSALLY, MARTHA",555,244,9,302
Greenlee,006 EAST PLANTSITE,U.S. Senate,,REP,"MCSALLY, MARTHA",143,77,0,66
Greenlee,007 YORK/SHELDON,U.S. Senate,,REP,"MCSALLY, MARTHA",400,118,1,281
Greenlee,008 DUNCAN,U.S. Senate,,REP,"MCSALLY, MARTHA",534,159,7,368
Greenlee,001 EAGLE,U.S. Senate,,DEM,"KELLY, MARK",1,1,0,0
Greenlee,002 BLUE,U.S. Senate,,DEM,"KELLY, MARK",1,0,0,1
Greenlee,003 CLIFTON 1,U.S. Senate,,DEM,"KELLY, MARK",389,74,0,315
Greenlee,004 CLIFTON 2,U.S. Senate,,DEM,"KELLY, MARK",238,25,0,213
Greenlee,005 MORENCI,U.S. Senate,,DEM,"KELLY, MARK",324,80,2,242
Greenlee,006 EAST PLANTSITE,U.S. Senate,,DEM,"KELLY, MARK",57,12,0,45
Greenlee,007 YORK/SHELDON,U.S. Senate,,DEM,"KELLY, MARK",189,24,0,165
Greenlee,008 DUNCAN,U.S. Senate,,DEM,"KELLY, MARK",204,31,4,169
Greenlee,001 EAGLE,U.S. House,1,REP,"SHEDD, TIFFANY",15,1,0,14
Greenlee,002 BLUE,U.S. House,1,REP,"SHEDD, TIFFANY",23,7,0,16
Greenlee,003 CLIFTON 1,U.S. House,1,REP,"SHEDD, TIFFANY",356,134,3,219
Greenlee,004 CLIFTON 2,U.S. House,1,REP,"SHEDD, TIFFANY",211,50,1,160
Greenlee,005 MORENCI,U.S. House,1,REP,"SHEDD, TIFFANY",561,245,8,308
Greenlee,006 EAST PLANTSITE,U.S. House,1,REP,"SHEDD, TIFFANY",142,78,0,64
Greenlee,007 YORK/SHELDON,U.S. House,1,REP,"SHEDD, TIFFANY",382,118,1,263
Greenlee,008 DUNCAN,U.S. House,1,REP,"SHEDD, TIFFANY",536,163,8,365
Greenlee,001 EAGLE,U.S. House,1,DEM,"O'HALLERAN, TOM",0,0,0,0
Greenlee,002 BLUE,U.S. House,1,DEM,"O'HALLERAN, TOM",2,1,0,1
Greenlee,003 CLIFTON 1,U.S. House,1,DEM,"O'HALLERAN, TOM",381,69,0,312
Greenlee,004 CLIFTON 2,U.S. House,1,DEM,"O'HALLERAN, TOM",236,21,0,215
Greenlee,005 MORENCI,U.S. House,1,DEM,"O'HALLERAN, TOM",302,73,3,226
Greenlee,006 EAST PLANTSITE,U.S. House,1,DEM,"O'HALLERAN, TOM",59,10,0,49
Greenlee,007 YORK/SHELDON,U.S. House,1,DEM,"O'HALLERAN, TOM",204,25,0,179
Greenlee,008 DUNCAN,U.S. House,1,DEM,"O'HALLERAN, TOM",196,31,3,162
Greenlee,001 EAGLE,State Senate,14,REP,"GOWAN, DAVID",15,1,0,14
Greenlee,002 BLUE,State Senate,14,REP,"GOWAN, DAVID",22,6,0,16
Greenlee,003 CLIFTON 1,State Senate,14,REP,"GOWAN, DAVID",371,139,3,229
Greenlee,004 CLIFTON 2,State Senate,14,REP,"GOWAN, DAVID",221,52,1,168
Greenlee,005 MORENCI,State Senate,14,REP,"GOWAN, DAVID",575,255,10,310
Greenlee,006 EAST PLANTSITE,State Senate,14,REP,"GOWAN, DAVID",149,78,0,71
Greenlee,007 YORK/SHELDON,State Senate,14,REP,"GOWAN, DAVID",416,118,1,297
Greenlee,008 DUNCAN,State Senate,14,REP,"GOWAN, DAVID",556,166,9,381
Greenlee,001 EAGLE,State Senate,14,DEM,"KARP, BOB",0,0,0,0
Greenlee,002 BLUE,State Senate,14,DEM,"KARP, BOB",2,1,0,1
Greenlee,003 CLIFTON 1,State Senate,14,DEM,"KARP, BOB",353,61,0,292
Greenlee,004 CLIFTON 2,State Senate,14,DEM,"KARP, BOB",223,19,0,204
Greenlee,005 MORENCI,State Senate,14,DEM,"KARP, BOB",280,66,1,213
Greenlee,006 EAST PLANTSITE,State Senate,14,DEM,"KARP, BOB",55,12,0,43
Greenlee,007 YORK/SHELDON,State Senate,14,DEM,"KARP, BOB",171,24,0,147
Greenlee,008 DUNCAN,State Senate,14,DEM,"KARP, BOB",165,26,2,137
Greenlee,001 EAGLE,State House,14,REP,"GRIFFIN, GAIL",15,1,0,14
Greenlee,002 BLUE,State House,14,REP,"GRIFFIN, GAIL",23,6,0,17
Greenlee,003 CLIFTON 1,State House,14,REP,"GRIFFIN, GAIL",310,133,3,174
Greenlee,004 CLIFTON 2,State House,14,REP,"GRIFFIN, GAIL",205,43,1,161
Greenlee,005 MORENCI,State House,14,REP,"GRIFFIN, GAIL",513,230,8,275
Greenlee,006 EAST PLANTSITE,State House,14,REP,"GRIFFIN, GAIL",133,72,0,61
Greenlee,007 YORK/SHELDON,State House,14,REP,"GRIFFIN, GAIL",364,112,1,251
Greenlee,008 DUNCAN,State House,14,REP,"GRIFFIN, GAIL",514,159,7,348
Greenlee,001 EAGLE,State House,14,REP,"NUTT, BECKY",14,1,0,13
