county,votes,election_day,early_voting,provisional,party,office,district,candidate,precinct
Graham,990,0,0,0,,Registered Voters,,REGISTERED VOTERS,Solomon #1
Graham,1482,0,0,0,,Registered Voters,,REGISTERED VOTERS,Safford #2
Graham,668,0,0,0,,Registered Voters,,REGISTERED VOTERS,Safford #3
Graham,513,0,0,0,,Registered Voters,,REGISTERED VOTERS,Layton #4
Graham,1278,0,0,0,,Registered Voters,,REGISTERED VOTERS,Layton #5
Graham,763,0,0,0,,Registered Voters,,REGISTERED VOTERS,Thatcher #6
Graham,1625,0,0,0,,Registered Voters,,REGISTERED VOTERS,Thatcher #7
Graham,552,0,0,0,,Registered Voters,,REGISTERED VOTERS,Central #8
Graham,2159,0,0,0,,Registered Voters,,REGISTERED VOTERS,Pima #9
Graham,250,0,0,0,,Registered Voters,,REGISTERED VOTERS,Ft Thomas #10
Graham,1250,0,0,0,,Registered Voters,,REGISTERED VOTERS,Bylas #11
Graham,57,0,0,0,,Registered Voters,,REGISTERED VOTERS,Klondyke #12
Graham,146,0,0,0,,Registered Voters,,REGISTERED VOTERS,Bonita #13
Graham,327,0,0,0,,Registered Voters,,REGISTERED VOTERS,Thunderbird #14
Graham,1527,0,0,0,,Registered Voters,,REGISTERED VOTERS,Safford #15
Graham,989,0,0,0,,Registered Voters,,REGISTERED VOTERS,Peridot #16
Graham,213,0,0,0,,Registered Voters,,REGISTERED VOTERS,Cactus #17
Graham,1093,0,0,0,,Registered Voters,,REGISTERED VOTERS,Jackson #18
Graham,1101,0,0,0,,Registered Voters,,REGISTERED VOTERS,Desert Hills #19
Graham,701,0,0,0,,Registered Voters,,REGISTERED VOTERS,Artesia #20
Graham,88,0,0,0,,Registered Voters,,REGISTERED VOTERS,Quatro Cerros #21
Graham,34,0,0,0,,Registered Voters,,REGISTERED VOTERS,Gila River #22
Graham,705,226,474,5,,Ballots Cast,,BALLOTS CAST,Solomon #1
Graham,953,321,610,22,,Ballots Cast,,BALLOTS CAST,Safford #2
Graham,489,122,363,4,,Ballots Cast,,BALLOTS CAST,Safford #3
Graham,386,103,280,3,,Ballots Cast,,BALLOTS CAST,Layton #4
Graham,930,267,648,15,,Ballots Cast,,BALLOTS CAST,Layton #5
Graham,584,197,379,8,,Ballots Cast,,BALLOTS CAST,Thatcher #6
