contest,choice,precinct_id,vote_total,polling_place_votes,early_votes,provisional_votes,polling_place_votes_ds200,early_votes_ds200,party_name,contest_name,choice_name,precinct_designation,precinct_name,subjurisdiction,votes_allowed,referendum_flag
000,00,000,000361,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,0,ALPINE,,0,
000,00,000,003613,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,0,CANYON DE CHELLY,,0,
000,00,000,001887,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,0,CHINLE,,0,
000,00,000,001715,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,0,CONCHO,,0,
000,00,000,000710,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,1,CORNFIELDS,,0,
000,00,000,001371,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,1,COTTONWOOD,,0,
000,00,000,000827,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,1,CORONADO,,0,
000,00,000,000998,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,1,DENNEHOTSO,,0,
000,00,000,001161,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,1,EAGAR,,0,
000,00,001,000850,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,1,FLAT TOP,,0,
000,00,001,002720,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,1,FT. DEFIANCE,,0,
000,00,001,000743,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,2,GANADO NORTH,,0,
000,00,001,001176,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,2,GANADO SOUTH,,0,
000,00,001,000137,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,2,GREER,,0,
000,00,001,001087,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,2,HOUCK,,0,
000,00,001,000953,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,2,KINLICHEE,,0,
000,00,001,000829,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,3,KLAGETOH,,0,
000,00,001,001799,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,3,LUKACHUKAI,,0,
000,00,001,000671,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,3,LUPTON,,0,
000,00,002,000190,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,3,MCNARY,,0,
000,00,002,001833,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,3,MANY FARMS,,0,
000,00,002,000238,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,4,MEXICAN WATER,,0,
000,00,002,001031,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,4,NAZLINI,,0,
000,00,002,000304,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,4,NUTRIOSO,,0,
000,00,002,000461,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,4,OAK SPRINGS,,0,
000,00,002,001354,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,4,PUERCO EAST & 49 PUERCO W,S,0,
000,00,002,000403,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,5,RED MESA,,0,
000,00,002,000883,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,5,RED VALLEY,,0,
000,00,002,001319,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,5,ROCK POINT,,0,
000,00,003,000844,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,5,ROUGH ROCK,,0,
000,00,003,000938,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,5,ROUND ROCK,,0,
000,00,003,000703,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,5,ROUND VALLEY,,0,
000,00,003,001361,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,6,ST. JOHNS,,0,
000,00,003,001869,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,6,ST. MICHAELS,,0,
000,00,003,000689,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,6,SAWMILL,,0,
000,00,003,000914,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,7,SPRINGERVILLE,,0,
000,00,003,001256,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,7,STEAMBOAT,,0,
000,00,003,000758,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,7,SWEETWATER,,0,
000,00,003,000634,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,7,TACHEE,,0,
000,00,004,000868,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,8,TEEC NOS POS,,0,
000,00,004,001253,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,8,VERNON,,0,
000,00,004,001543,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,8,WHEATFIELDS,,0,
000,00,004,000711,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,8,WILD RUINS,,0,
000,00,004,001683,00000,00000,00000,00000,00000,,Registered Voters,REGISTERED VOTERS,8,WINDOW ROCK,,0,
000,00,000,000191,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,ALPINE,,0,
000,00,000,000348,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,CANYON DE CHELLY,,0,
000,00,000,000194,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,CHINLE,,0,
000,00,000,000823,00000,00000,00000,00000,00000,REP,REGISTERED VOTERS - REPUBLICAN,REGISTERED VOTERS - REPUBLICAN,0,CONCHO,,0,
