contest,precinct_name,contest_id,contest_name,choice,choice_name,number
10,Consolidated Precinct 1,999999,Race Statistics,999999,Number of Precincts,1
10,Consolidated Precinct 1,999999,Race Statistics,999998,Number of Precincts Reporting,1
10,Consolidated Precinct 1,10,President - Rep CD3,999999,Number of Precincts for Race,1
10,Consolidated Precinct 1,10,President - Rep CD3,999998,Number of Precincts Reporting,1
10,Consolidated Precinct 1,10,President - Rep CD3,999997,Registered Voters,9434
10,Consolidated Precinct 1,10,President - Rep CD3,999996,Times Counted,4618
10,Consolidated Precinct 1,10,President - Rep CD3,10,"Santorum, Rick",6
10,Consolidated Precinct 1,10,President - Rep CD3,20,"Cook, Tim",4
10,Consolidated Precinct 1,10,President - Rep CD3,30,"Paul, Rand",14
10,Consolidated Precinct 1,10,President - Rep CD3,40,"Rubio, Marco",505
10,Consolidated Precinct 1,10,President - Rep CD3,50,"Graham, Lindsey",5
10,Consolidated Precinct 1,10,President - Rep CD3,60,"Kasich, John R.",334
10,Consolidated Precinct 1,10,President - Rep CD3,70,"Bush, Jeb",54
10,Consolidated Precinct 1,10,President - Rep CD3,80,"Trump, Donald J.",1966
10,Consolidated Precinct 1,10,President - Rep CD3,90,"Fiorina, Carly",7
10,Consolidated Precinct 1,10,President - Rep CD3,100,"Pataki, George E.",1
10,Consolidated Precinct 1,10,President - Rep CD3,110,"Cruz, Ted",1555
10,Consolidated Precinct 1,10,President - Rep CD3,120,"Huckabee, Mike",14
10,Consolidated Precinct 1,10,President - Rep CD3,130,"Christie, Chris",8
10,Consolidated Precinct 1,10,President - Rep CD3,140,"Carson, Ben",130
10,Consolidated Precinct 1,20,President - Dem CD3,999999,Number of Precincts for Race,1
10,Consolidated Precinct 1,20,President - Dem CD3,999998,Number of Precincts Reporting,1
10,Consolidated Precinct 1,20,President - Dem CD3,999997,Registered Voters,17736
10,Consolidated Precinct 1,20,President - Dem CD3,999996,Times Counted,5948
10,Consolidated Precinct 1,20,President - Dem CD3,10,"De La Fuente, Roque",92
10,Consolidated Precinct 1,20,President - Dem CD3,20,"Steinberg, Michael",29
10,Consolidated Precinct 1,20,President - Dem CD3,30,"Sanders, Bernie",1908
10,Consolidated Precinct 1,20,President - Dem CD3,40,"O'Malley, Martin J.",58
10,Consolidated Precinct 1,20,President - Dem CD3,50,"Clinton, Hillary",3773
10,Consolidated Precinct 1,20,President - Dem CD3,60,"Hewes, Henry",48
10,Consolidated Precinct 1,30,President - Grn CD3,999999,Number of Precincts for Race,1
10,Consolidated Precinct 1,30,President - Grn CD3,999998,Number of Precincts Reporting,1
10,Consolidated Precinct 1,30,President - Grn CD3,999997,Registered Voters,19
10,Consolidated Precinct 1,30,President - Grn CD3,999996,Times Counted,1
10,Consolidated Precinct 1,30,President - Grn CD3,10,"Mesplay, Kent",1
10,Consolidated Precinct 1,30,President - Grn CD3,20,"Stein, Jill",0
20,Consolidated Precinct 2,999999,Race Statistics,999999,Number of Precincts,1
20,Consolidated Precinct 2,999999,Race Statistics,999998,Number of Precincts Reporting,1
20,Consolidated Precinct 2,40,President - Rep CD4,999999,Number of Precincts for Race,1
20,Consolidated Precinct 2,40,President - Rep CD4,999998,Number of Precincts Reporting,1
20,Consolidated Precinct 2,40,President - Rep CD4,999997,Registered Voters,11204
20,Consolidated Precinct 2,40,President - Rep CD4,999996,Times Counted,6757
20,Consolidated Precinct 2,40,President - Rep CD4,10,"Santorum, Rick",2
20,Consolidated Precinct 2,40,President - Rep CD4,20,"Cook, Tim",1
20,Consolidated Precinct 2,40,President - Rep CD4,30,"Paul, Rand",18
20,Consolidated Precinct 2,40,President - Rep CD4,40,"Rubio, Marco",540
20,Consolidated Precinct 2,40,President - Rep CD4,50,"Graham, Lindsey",2
